timestamp,player,enemy,roi_home,roi_enemy,odds,stake,match_roi
2009-01-23,Dokic J.,Wozniacki C.,1.58,0.05,4.2,0.00,0.000
2009-01-24,Andreev I.,Blake J.,1.24,0.06,2.68,0.00,-0.00
2009-01-25,Suarez Navarro C.,Medina Garrigues A.,14.76,2.24,1.83,0.00,0.0000
2009-01-25,Dokic J.,Kleybanova A.,4.78,3.48,1.57,0.00,0.0000
2009-01-27,Suarez Navarro C.,Dementieva E.,15.59,0.49,4.56,0.00,-0.00
2009-01-27,Bartoli M.,Zvonareva V.,4.27,0.64,3.2,0.00,-0.00
2009-01-27,Verdasco F.,Tsonga J-W.,6.09,0.84,2.37,0.00,0.0000
2009-01-27,Dokic J.,Safina D.,5.35,0.26,3.97,0.00,-0.00
2009-01-29,Verdasco F.,Nadal R.,7.46,0.25,5.94,0.00,-0.00
2009-02-14,Zheng J.,Rodionova An.,1.01,0,1.16,0.00,0.0000 
2009-02-15,Bartoli M.,Sugiyama A.,3.27,-1,1.26,0.00,0.0000
2009-02-15,Medina Garrigues A.,Klepac A.,1.24,0,1.16,0.00,0.0000
2009-02-15,Kleybanova A.,Ivanovic A.,2.48,-1,2.81,3.48,-3.48
2009-02-16,Zheng J.,Stosur S.,1.17,-0.22,1.64,0.00,0.0000
2009-02-16,Medina Garrigues A.,Bondarenko A.,1.24,-0.58,1.71,0.00,0.0000
2009-02-16,Bartoli M.,Schiavone F.,3.27,0,2.31,0.00,0.0000
2009-02-16,Pavlyuchenkova A.,Williams V.,0.64,-1,7.35,0.00,-0.00
2009-02-16,Williams S.,Errani S.,1.87,-1,1.08,0.00,0.0000
2009-02-17,Razzano V.,Hantuchova D.,0.75,-0.91,2.02,0.00,0.0000
2009-02-17,Pin C.,Ivanovic A.,0.93,-0.58,7.26,0.00,-0.00
2009-02-17,Medina Garrigues A.,Dementieva E.,1.40,-0.30,5.77,0.00,-0.00
2009-02-18,Vesnina E.,Kanepi K.,6.63,-0.43,2.18,0.00,-0.00
2009-02-18,Razzano V.,Zvonareva V.,5.98,0.11,4.19,0.00,0.0000
2009-02-18,Williams S.,Ivanovic A.,1.95,-0.58,1.23,0.00,0.0000
2009-02-19,Razzano V.,Kanepi K.,7.00,4.09,2.09,0.00,0.0000
2009-02-19,Williams S.,Williams V.,2.09,-0.80,2.01,0.00,-0.00
2009-02-20,Razzano V.,Williams V.,10.19,-0.29,6.2,0.00,-0.00
2009-03-14,Medina Garrigues A.,Craybas J.,1.11,0,1.31,0.00,-0.00
2009-03-14,Radwanska U.,Kuznetsova S.,5.6,-1.65,6.09,0.00,0.0000
2009-03-14,Cetkovska P.,Dementieva E.,0,-1.06,10.31,0.00,0.0000
2009-03-14,Zheng J.,Dushevina V.,0.81,-0.66,1.31,0.00,-0.00
2009-03-14,Kleybanova A.,Paszek T.,1.48,0,1.38,0.00,0.0000
2009-03-14,Yakimova A.,Ivanovic A.,0,-1.48,7.71,0.00,-0.00
2009-03-14,Barrois K.,Cornet A.,0,-1.26,5.33,0.00,0.0000
2009-03-14,Wickmayer Y.,Hantuchova D.,0,-1.72,3.51,0.00,-0.00
2009-03-15,Peer S.,Chakvetadze A.,0,-2,1.84,0,0.00
2009-03-15,Pavlyuchenkova A.,Jankovic J.,-0.36,-1.92,6.24,0.00,0.0000
2009-03-15,Haynes A.,Sugiyama A.,0,-2,3.82,0,0.00
2009-03-15,Kanepi K.,Wozniacki C.,3.73,-0.95,2.91,0.00,-0.00
2009-03-15,Safina D.,Peng S.,-0.11,-1.46,1.13,0.00,0.0000
2009-03-15,Radwanska U.,Glatch A.,5.6,0,1.69,0.0,0.000
2009-03-16,Dushevina V.,Bammer S.,1.70,-0.4,1.62,0.00,-0.00
2009-03-16,Vesnina E.,Azarenka V.,5.63,0.28,4.21,0.00,-0.00
2009-03-16,Wozniak A.,Radwanska A.,1.45,-0.37,3.52,0.00,-0.00
2009-03-16,Barrois K.,Szavay A.,4.33,-0.28,1.93,0.00,-0.00
2009-03-16,Llagostera Vives N.,Kleybanova A.,5.99,1.86,3.76,0.00,0.0000
2009-03-16,Verdasco F.,Gasquet R.,6.46,-0.9,1.58,0.00,0.0000
2009-03-16,Dulko G.,Ivanovic A.,-0.3,-1.42,4.33,0.00,-0.00
2009-03-17,Nadal R.,Tursunov D.,1.61,0.46,1.04,0.00,0.0000
2009-03-17,Cetkovska P.,Hantuchova D.,9.31,-1.40,2.69,0.00,-0.00
2009-03-17,Radwanska U.,Wozniacki C.,11.38,-0.57,4.57,0.00,-0.00
2009-03-17,Craybas J.,Safina D.,4.62,0.02,7.3,0.00,-0.00
2009-03-17,Isner J.,Safin M.,2.88,-1,2.05,0.00,0.0000
2009-03-18,Isner J.,Del Potro J.,2.88,-0.38,3.23,0.00,-0.00
2009-03-18,Chardy J.,Ferrer D.,2,-0.93,2.88,0.00,-0.00
2009-03-18,Nadal R.,Nalbandian D.,1.61,0.17,1.16,0.00,0.0000
2009-03-18,Pavlyuchenkova A.,Radwanska A.,5.13,-0.07,2.47,0.00,0.0000
2009-03-18,Verdasco F.,Kohlschreiber P.,7.04,0.22,1.21,0.00,0.0000
2009-03-18,Gonzalez F.,Federer R.,1.20,-0.47,6.45,0.00,-0.00
2009-03-18,Ljubicic I.,Andreev I.,1.31,0.24,2.31,0.00,0.0000
2009-03-19,Verdasco F.,Federer R.,7.04,-0.47,3.68,0.00,-0.00
2009-03-19,Azarenka V.,Zvonareva V.,0.82,-0.37,2.34,0.00,-0.00
2009-03-19,Djokovic N.,Roddick A.,0.46,-0.61,1.63,0.00,-0.00
2009-03-19,Nadal R.,Del Potro J.,1.65,-0.21,1.13,0.00,0.0000
2009-03-20,Pavlyuchenkova A.,Ivanovic A.,6.60,-0.83,3.31,0.00,-0.00
2009-03-20,Nadal R.,Roddick A.,1.81,-0.48,1.21,0.00,0.0000
2009-03-21,Zvonareva V.,Ivanovic A.,0.20,-0.83,1.62,0.00,0.0000
2009-03-21,Nadal R.,Murray A.,1.94,-0.74,1.64,0.00,0.0000
2009-03-26,Dokic J.,Wozniacki C.,4.35,-0.38,3.71,4.73,-4.73
2009-03-26,Pavlyuchenkova A.,Azarenka V.,5.60,1.13,4.09,0.00,-0.00
2009-03-26,Koryttseva M.,Ivanovic A.,0,-1.51,8.98,0.00,-0.00
2009-03-27,Wozniak A.,Li N.,0.45,-1.17,3.57,0.00,-0.00
2009-03-27,Kanepi K.,Martinez Sanchez M. J.,2.73,-0.27,1.27,0.00,0.0000
2009-03-27,Gil F.,Karlovic I.,0,-2,2.66,0,0.00
2009-03-27,Troicki V.,Nalbandian D.,1,-0.49,4.52,0,0.00
2009-03-27,Verdasco F.,Becker B.,6.25,0,1.08,0.00,0.0000
2009-03-27,Santangelo M.,Peng S.,0,-2.46,3.23,0.00,-0.00
2009-03-27,Andreev I.,Lu Y.H.,3.09,-2,1.33,0.00,0.0000
2009-03-27,Strycova B.,Cornet A.,0,-2.26,3.46,0.00,-0.00
2009-03-27,Isner J.,Ferrer D.,2.93,-0.51,2.97,0.00,-0.00
2009-03-27,Makarova E.,Sugiyama A.,-1,-3,1.74,0,0.00
2009-03-27,Williams S.,Glatch A.,1.32,-1,1.01,0.00,0.0000
2009-03-27,Sprem K.,Cibulkova D.,0,-1.43,2.45,0.00,-0.00
2009-03-28,Nadal R.,Gabashvili T.,2.79,0,1.01,0.00,0.0000
2009-03-28,Dulko G.,Jankovic J.,-1.3,-2.92,4.5,0.00,0.000
2009-03-28,Suarez Navarro C.,Dementieva E.,14.59,-2.06,6.1,0,-0
2009-03-28,Azarenka V.,Chakvetadze A.,1.36,-3,1.23,0.00,0.0000
2009-03-28,Kleybanova A.,Yakimova A.,0.86,-1,1.45,0.00,0.0000
2009-03-28,Vaidisova N.,Kuznetsova S.,-1,-2.65,2.32,0.00,-0.00
2009-03-28,Robredo T.,Dent T.,0.83,-1,1.32,0.00,-0.00
2009-03-28,Zheng J.,Cornet A.,-0.19,-2.26,1.95,0.00,0.0000
2009-03-28,Monfils G.,Safin M.,-0.64,-1.72,1.31,0.00,0.0000
2009-03-28,Williams V.,Groenefeld A.,0.58,-1,1.05,0.00,0.0000
2009-03-28,Kanepi K.,Radwanska A.,2.73,-0.73,2.53,0.00,-0.00
2009-03-28,Zvonareva V.,Li N.,0.82,-1.17,1.26,1.99,-1.99
2009-03-29,Williams S.,Peng S.,1.33,-2.13,1.05,3.46,0.1730
2009-03-29,Troicki V.,Phau B.,4.52,0,1.2,0.00,0.000
2009-03-29,Kleybanova A.,Kuznetsova S.,0.86,-2.65,3.07,0.00,-0.00
2009-03-29,Tipsarevic J.,Del Potro J.,0.86,-0.86,4.58,0.00,-0.00
2009-03-29,Wozniacki C.,Dementieva E.,-0.12,-2.06,3.06,0.00,0.0000
2009-03-29,Azarenka V.,Szavay A.,1.36,-0.47,1.2,0.00,0.000
2009-03-29,Nadal R.,Gil F.,2.79,1.66,1.02,0.00,0.0000
2009-03-29,Williams V.,Radwanska A.,0.65,-0.55,1.1,0.00,0.000
2009-03-29,Massu N.,Murray A.,2.96,-0.58,11.5,0.00,-0.00
2009-03-29,Medina Garrigues A.,Benesova I.,0.40,-0.88,1.89,0.00,-0.00
2009-03-29,Andreev I.,Wawrinka S.,3.42,-0.36,1.89,0.00,-0.00
2009-03-30,Gonzalez F.,Stepanek R.,0.34,-1.70,1.62,0.00,-0.00
2009-03-30,Verdasco F.,Lopez F.,6.33,1.37,1.27,0.00,0.0000
2009-03-30,Wozniacki C.,Kuznetsova S.,0.27,-2.07,1.98,0.00,-0.00
2009-03-30,Troicki V.,Murray A.,4.52,-0.58,8.8,0.00,-0.00
2009-03-30,Dent T.,Federer R.,1.19,-1.03,13.67,0.00,-0.00
2009-03-31,Nadal R.,Wawrinka S.,2.82,0.49,1.05,0.00,0.0000
2009-04-01,Roddick A.,Federer R.,0.23,-1.02,4.43,0,-0
2009-04-01,Azarenka V.,Kuznetsova S.,1.79,-0.95,1.48,0.00,0.0000
2009-04-01,Nadal R.,Del Potro J.,2.82,-0.01,1.12,2.83,-2.83
2009-04-01,Verdasco F.,Murray A.,6.60,-0.49,2.89,7.09,-7.09
2009-04-02,Djokovic N.,Federer R.,0.67,-1.02,2.92,0.00,0.0000
2009-04-04,Djokovic N.,Murray A.,2.59,0.25,2.76,0.00,-0.00
2009-04-14,Granollers M.,Nalbandian D.,2.09,0,3.92,0.00,-0.00
2009-04-14,Lapentti N.,Safin M.,2.27,0,2.12,0.00,0.0000
2009-04-15,Beck A.,Monaco J.,5.07,2.22,4.38,0.00,0.0000
2009-04-15,Montanes A.,Djokovic N.,2.87,0.07,8.2,0.00,-0.00
2009-04-15,Kutuzova V.,Vesnina E.,1.46,0.24,3,0.00,-0.00
2009-04-16,Ljubicic I.,Bolelli S.,5.91,0.71,2.1,0.00,0.000
2009-04-16,Beck A.,Wawrinka S.,5.07,0.28,4.01,0.00,-0.00
2009-04-17,Wawrinka S.,Djokovic N.,5.49,0.16,3.53,0,-0
2009-04-17,Lisicki S.,Bartoli M.,5.91,0.48,2.25,0.00,0.0000
2009-04-18,Djokovic N.,Nadal R.,1.09,0.02,7.96,0.00,-0.00
2009-04-18,Lisicki S.,Wozniacki C.,6.67,0.51,3,0.00,0.00
2009-04-20,Hernandez Perez O.,Schwank E.,0.45,-1,1.55,0.00,0.0000
2009-04-20,Fognini F.,Gimeno-Traver D.,5.18,0,1.36,0.00,-0.00
2009-04-20,Lapentti N.,Mathieu P.,3.39,-1,2.02,0.00,0.0000
2009-04-21,Davydenko N.,Clement A.,1.50,0,1.1,0.00,0.000
2009-04-21,Hernandez Perez O.,Berdych T.,0.45,-1,2.87,0.00,-0.00
2009-04-21,Kunitsyn I.,Nalbandian D.,4.78,-0.40,3.5,0.00,-0.00
2009-04-21,Tipsarevic J.,Stepanek R.,2.37,-1,2.13,0.00,-0.00
2009-04-21,Starace P.,Soderling R.,1.14,0,3.09,0.00,0.0000
2009-04-21,Lapentti N.,Verdasco F.,3.39,0.08,5.61,0.00,-0.00
2009-04-21,Wawrinka S.,Youzhny M.,4.72,0,1.27,0.00,0.0000
2009-04-21,Monaco J.,Gimeno-Traver D.,1.22,0,1.17,0.00,0.0000
2009-04-22,Wawrinka S.,Stepanek R.,4.72,-0.65,1.47,0.00,-0.00
2009-04-22,Starace P.,Ferrer D.,1.14,-0.63,6.45,0.00,-0.00
2009-04-22,Davydenko N.,Lopez F.,1.50,-0.3,1.31,0.00,0.0000
2009-04-22,Nadal R.,Rochus C.,0.20,-1,1.01,0.00,0.0000
2009-04-22,Verdasco F.,Berdych T.,0.08,-1,1.26,0.00,0.0000
2009-04-22,Monaco J.,Gonzalez F.,1.69,0,3.18,0.00,-0.00
2009-04-23,Davydenko N.,Stepanek R.,1.60,0.01,1.45,0.00,0.0000
2009-04-24,Davydenko N.,Nadal R.,1.91,0.22,10.76,0.00,-0.00
2009-04-24,Gonzalez F.,Ferrer D.,0.63,-0.52,1.67,0.00,-0.00
2009-04-26,Karlovic I.,Hernych J.,0.59,-1,1.76,0.00,0.0000
2009-04-27,Granollers M.,Soderling R.,1.09,-0.63,2.54,0.00,-0.00
2009-04-27,Zverev M.,Berdych T.,0,-1.6,3.51,0.0,0.000
2009-04-27,Fish M.,Andreev I.,0,-1.67,2.9,0.00,0.000
2009-04-27,Tipsarevic J.,Acasuso J.,1.37,-2,2.23,0.00,0.0000
2009-04-27,Fognini F.,Volandri F.,4.18,0,1.36,0.00,0.0000
2009-04-27,Montanes A.,Djokovic N.,2.08,0.39,11.5,0,-0
2009-04-27,Gonzalez F.,Chardy J.,1.05,-1,1.18,0.00,0.0000
2009-04-28,Rochus C.,Cilic M.,1.87,-0.6,3.54,0.00,-0.00
2009-04-28,Monaco J.,Murray A.,0.86,-0.41,4.2,0,0.0
2009-04-28,Crivoi V.,Soderling R.,1.43,-0.63,3.75,0.00,-0.00
2009-04-28,Davydenko N.,Melzer J.,1.36,-1,1.14,0.00,-0.00
2009-04-28,Karlovic I.,Federer R.,1.35,-0.91,8.07,0,-0
2009-04-28,Wawrinka S.,Youzhny M.,3.99,-0.01,1.28,4.00,1.1200
2009-04-28,Fognini F.,Simon G.,4.18,-1,2.75,0.00,-0.00
2009-04-28,Zverev M.,Mathieu P.,0,-2,2.58,0,0.00
2009-04-28,Stepanek R.,Lopez F.,0.61,-0.81,1.56,0.00,0.0000
2009-04-29,Gonzalez F.,Melzer J.,1.23,0.21,1.18,0.00,0.0000
2009-04-29,Monaco J.,Cilic M.,0.86,-0.6,1.53,0.00,0.0000
2009-04-29,Wawrinka S.,Del Potro J.,3.99,-1,1.73,0.00,-0.00
2009-04-29,Djokovic N.,Robredo T.,0.43,-0.93,1.16,0.00,0.0000
2009-04-29,Stepanek R.,Federer R.,0.61,-0.91,4.34,0.00,-0.00
2009-04-29,Zverev M.,Simon G.,2.51,-1,3.49,0.00,0.0000
2009-04-30,Djokovic N.,Del Potro J.,0.43,-0.82,1.25,0.00,0.0000
2009-04-30,Zverev M.,Federer R.,4.09,-0.82,9.38,0.00,-0.00
2009-04-30,Monaco J.,Gonzalez F.,4.06,1.44,3.05,0,-0
2009-05-01,Djokovic N.,Federer R.,0.59,-0.63,1.71,1.22,0.8662
2009-05-01,Gonzalez F.,Nadal R.,1.62,0.34,11.05,0,-0
2009-05-03,Vesnina E.,Craybas J.,0.21,-1,1.24,0.00,0.0000
2009-05-04,Shvedova Y.,Pennetta F.,1.22,0,4.38,0.00,-0.00
2009-05-04,Wozniacki C.,Mattek-Sands B.,0.73,-0.69,1.1,0.00,0.000
2009-05-04,Martinez Sanchez M. J.,Bartoli M.,2.38,0.16,3.03,0.00,0.0000
2009-05-05,Martinez Sanchez M. J.,Petrova N.,2.38,-0.78,2.3,0.00,0.000
2009-05-05,Chakvetadze A.,Williams V.,2.84,-0.84,5.61,0.00,-0.00
2009-05-06,Martinez Sanchez M. J.,Safina D.,4.41,0.16,5.19,0.00,-0.00
2009-05-06,Radwanska A.,Williams V.,0.37,-0.84,2.84,0,-0
2009-05-07,Safina D.,Williams V.,0.31,-0.71,2.55,0.00,0.0000
2009-05-09,Radwanska A.,Stosur S.,1.40,-1,1.19,2.40,-2.40
2009-05-09,Rezai A.,Pironkova T.,0.2,-1,1.63,0.0,0.000
2009-05-09,Cirstea S.,Bondarenko A.,0,-1.93,1.75,0.00,-0.00
2009-05-09,Schnyder P.,Errani S.,3.68,-1,1.57,0.00,0.0000
2009-05-09,Keothavong A.,Duque-Marino M.,0,-2,2.03,0,0.00
2009-05-10,Martinez Sanchez M. J.,Vinci R.,4.71,-1,1.5,0.00,-0.00
2009-05-10,Pavlyuchenkova A.,Peng S.,0,-1.38,1.49,0.00,-0.00
2009-05-10,Ljubicic I.,Gabashvili T.,7.01,-1,1.43,0.00,0.0000
2009-05-10,Ferrer D.,Canas G.,0.15,-1,1.14,0.00,0.0000
2009-05-10,Schnyder P.,Wozniak A.,3.68,-0.11,1.62,0.00,0.0000
2009-05-10,Wawrinka S.,Crugnola M.,3.27,0,1.05,0.00,0.0000
2009-05-10,Kohlschreiber P.,Almagro N.,-0.7,-2.49,2.37,0.00,0.0000
2009-05-10,Monaco J.,Lopez F.,3.59,-1.16,1.51,0.00,0.0000
2009-05-10,Chakvetadze A.,Stosur S.,2.43,-1,1.87,0.00,0.0000
2009-05-11,Granollers M.,Cilic M.,0.09,-1.32,4.04,0.00,-0.00
2009-05-11,Fish M.,Robredo T.,0.9,-1.39,3.06,0.00,-0.00
2009-05-11,Dushevina V.,Vinci R.,1.61,-1,2.12,0.00,0.0000
2009-05-11,Garcia-Lopez G.,Berdych T.,-1,-2.6,3.45,0.0,-0.0
2009-05-11,Melzer J.,Montanes A.,3.95,2.28,1.93,0.00,0.0000
2009-05-11,Davydenko N.,Troicki V.,0.36,-2,1.25,0.00,0.0000
2009-05-11,Karlovic I.,Benneteau J.,0.35,-2,1.59,0.00,0.0000
2009-05-11,Ljubicic I.,Tsonga J-W.,7.01,-1,2.6,0,0.0
2009-05-11,Keothavong A.,Safarova L.,1.03,-1,3.43,0.00,-0.00
2009-05-12,Dushevina V.,Schiavone F.,1.61,-1,2.63,0.00,0.0000
2009-05-12,Wawrinka S.,Chardy J.,3.32,-2,1.36,0.00,0.0000
2009-05-12,Kuznetsova S.,Bondarenko A.,0.81,-0.93,1.13,1.74,-1.74
2009-05-12,Fognini F.,Simon G.,3.54,-1.56,3.48,0,-0
2009-05-12,Kohlschreiber P.,Cilic M.,0.67,-1.32,2.21,0.00,0.0000
2009-05-12,Schnyder P.,Petrova N.,4.87,-0.22,2.13,0.00,0.0000
2009-05-12,Karlovic I.,Blake J.,0.35,-1,2.28,0.00,-0.00
2009-05-12,Melzer J.,Nadal R.,3.95,0.55,22,0.00,-0.00
2009-05-12,Monaco J.,Ferrer D.,4.10,0.29,2.56,0.00,0.0000
2009-05-12,Davydenko N.,Serra F.,0.36,-1,1.2,0.00,0.000
2009-05-12,Safina D.,Li N.,3.37,0.78,1.23,0.00,0.0000
2009-05-13,Chakvetadze A.,Bondarenko A.,3.30,-0.93,1.95,0.00,-0.00
2009-05-13,Wawrinka S.,Del Potro J.,3.32,-0.78,2.65,0,-0
2009-05-13,Vesnina E.,Jankovic J.,0.70,-0.59,5.02,0.00,-0.00
2009-05-13,Djokovic N.,Seppi A.,0.55,-0.62,1.05,0.00,0.0000
2009-05-13,Szavay A.,Azarenka V.,2.56,-0.20,5.43,0,0.00
2009-05-13,Safina D.,Safarova L.,3.37,-0.71,1.12,0.00,0.0000
2009-05-13,Kleybanova A.,Wozniacki C.,4.43,0.15,3.16,0.00,-0.00
2009-05-13,Ljubicic I.,Simon G.,9.04,-1.56,1.95,10.60,10.0700
2009-05-13,Monaco J.,Verdasco F.,4.10,-0.76,2.65,0.00,-0.00
2009-05-14,Dushevina V.,Wozniacki C.,4.36,0.15,5.31,0.00,-0.00
2009-05-14,Roddick A.,Federer R.,0.53,-1.45,7.98,0,-0
2009-05-14,Ljubicic I.,Djokovic N.,9.04,0.59,7.8,0.00,-0.00
2009-05-14,Schnyder P.,Jankovic J.,6.00,-0.59,5.11,0.00,0.0000
2009-05-14,Nadal R.,Verdasco F.,0.56,-0.76,1.05,2.64,0.1320
2009-05-15,Mauresmo A.,Wozniacki C.,2.25,0.50,2.31,0.00,-0.00
2009-05-15,Schnyder P.,Safina D.,6.00,3.72,4.48,0.00,-0.00
2009-05-15,Del Potro J.,Federer R.,-0.32,-1.35,3.06,0,-0
2009-05-16,Safina D.,Wozniacki C.,3.88,0.65,1.31,0.00,0.0000
2009-05-16,Nadal R.,Federer R.,0.61,-1.27,1.37,1.88,-1.88
2009-05-26,Groenefeld A.,Dulko G.,-0.72,-1.81,1.71,0.00,-0.00
2009-05-26,Istomin D.,Soderling R.,0,-1.87,8.19,0.00,-0.00
2009-05-27,Martic P.,Wozniak A.,0,-1.11,2.81,0.00,-0.00
2009-05-27,Gimeno-Traver D.,Robredo T.,1.14,-2.01,8.21,0.00,-0.00
2009-05-27,Wolfe J.,Duque-Marino M.,0,-3,2.08,0,0.00
2009-05-27,Vassallo-Arguello M.,Andreev I.,1.3,-2.67,2.66,3.97,-3.97
2009-05-27,Wozniacki C.,Craybas J.,0.24,-2,1.06,0.00,0.0000
2009-05-27,Czink M.,Bammer S.,3.09,-1,1.93,0.00,0.0000
2009-05-27,Federer R.,Acasuso J.,1.21,-4,1.01,0.00,0.0000
2009-05-27,Martinez Sanchez M. J.,Kutuzova V.,3.71,1.83,1.47,0.00,0.0000
2009-05-27,Del Potro J.,Troicki V.,0.32,-3,1.06,3.32,0.1992
2009-05-27,Beck A.,Gicquel M.,7.45,-1.04,1.76,0.00,-0.00
2009-05-27,Volodko K.,Rogowska O.,4.28,0,1.21,0.00,0.0000
2009-05-27,Melzer J.,Rufin G.,3.88,0,1.17,0.00,0.0000
2009-05-27,Monaco J.,Tsonga J-W.,4.66,-1.47,1.68,0.00,-0.00
2009-05-27,Andujar-Alba P.,Mathieu P.,0,-3,5.68,0,-0
2009-05-27,Crivoi V.,Monfils G.,0.43,-1,4.65,0.00,-0.00
2009-05-27,Stosur S.,Wickmayer Y.,1.46,0,1.67,0.00,0.0000
2009-05-27,Radwanska A.,Koryttseva M.,0.40,-1,1.12,0.00,0.0000
2009-05-28,Verdasco F.,Almagro N.,-1.26,-3.49,1.11,0.00,0.0000
2009-05-28,Wawrinka S.,Davydenko N.,2.68,0.81,2.26,0.00,-0.00
2009-05-28,Cibulkova D.,Dulko G.,0.53,-0.74,1.46,0.00,0.0000
2009-05-28,Kohlschreiber P.,Ferrero J. C.,1.88,-2,1.75,0.00,0.0000
2009-05-28,Szavay A.,Williams V.,5.99,-2.31,3.31,0.00,0.0000
2009-05-28,Safina D.,Pavlyuchenkova A.,4.39,-1,1.05,0.00,0.0000
2009-05-28,Stepanek R.,Cilic M.,0.17,-2.09,2.05,0.00,-0.00
2009-05-28,Ferrer D.,Soderling R.,-0.71,-1.80,1.47,0.00,-0.00
2009-05-29,Czink M.,Kuznetsova S.,4.02,-0.15,10.8,0.00,-0.00
2009-05-29,Haas T.,Chardy J.,0.39,-1.79,2.8,0.00,0.000
2009-05-29,Stosur S.,Dementieva E.,2.13,-1.84,3.91,0,0.00
2009-05-29,Volodko K.,Radwanska A.,4.49,0.52,4.41,0.00,-0.00
2009-05-29,Dominguez Lino L.,Wozniak A.,0.50,-0.71,2.4,0.00,-0.00
2009-05-29,Garbin T.,Razzano V.,1.91,-1.28,3.24,0.00,-0.00
2009-05-29,Melzer J.,Monfils G.,4.05,-0.82,3.16,0.00,-0.00
2009-05-29,Del Potro J.,Andreev I.,0.38,-2.23,1.08,0.00,0.0000
2009-05-29,Wolfe J.,Jankovic J.,1.08,-1.39,12.8,0.00,-0.00
2009-05-29,Gonzalez M.,Robredo T.,2.06,-1.93,4.14,0.00,-0.00
2009-05-29,Rochus C.,Tsonga J-W.,1.84,-0.36,7.62,0.00,-0.00
2009-05-29,Kohlschreiber P.,Djokovic N.,1.88,-0.28,11.15,0.00,0.0000
2009-05-29,Martinez Sanchez M. J.,Williams S.,4.18,-0.9,4.03,0.00,-0.00
2009-05-29,Federer R.,Mathieu P.,1.22,-2.87,1.07,0.00,0.0000
2009-05-30,Szavay A.,Cibulkova D.,8.30,0.99,1.63,0.00,-0.00
2009-05-30,Safina D.,Rezai A.,4.44,0.08,1.06,0.00,0.0000
2009-05-30,Davydenko N.,Verdasco F.,1.41,-1.15,2.57,0.00,0.0000
2009-05-31,Kohlschreiber P.,Robredo T.,12.78,-1.69,2.04,0,-0
2009-05-31,Cirstea S.,Jankovic J.,4.02,-1.36,5.43,0.00,0.0000
2009-05-31,Stosur S.,Razzano V.,5.04,-0.93,1.61,0.00,0.0000
2009-06-01,Safina D.,Azarenka V.,4.50,0.59,1.21,0,0.00
2009-06-01,Soderling R.,Davydenko N.,18.03,2.98,2.62,0.00,0.0000
2009-06-01,Cibulkova D.,Sharapova M.,2.27,1.03,2.01,0.00,0.0000
2009-06-01,Gonzalez F.,Murray A.,1.21,-1.64,2.2,0.00,0.000
2009-06-02,Cirstea S.,Stosur S.,8.45,5.65,2.21,0.00,-0.00
2009-06-02,Federer R.,Monfils G.,1.34,0.26,1.26,0.00,0.0000
2009-06-02,Del Potro J.,Robredo T.,0.92,-0.96,1.2,0.00,0.000
2009-06-03,Safina D.,Cibulkova D.,4.71,3.28,1.15,0.00,0.0000
2009-06-03,Stosur S.,Kuznetsova S.,5.65,0.18,3.27,0.00,-0.00
2009-06-04,Soderling R.,Gonzalez F.,19.65,2.41,2.07,0.00,0.0000
2009-06-05,Safina D.,Kuznetsova S.,4.86,1.40,1.46,3.46,-3.46
2009-06-06,Soderling R.,Federer R.,20.72,1.87,3.8,0,-0
2009-06-09,Mahut N.,Cilic M.,1.04,0,2.7,0.00,0.000
2009-06-10,Koryttseva M.,Schiavone F.,1.13,0,3.2,0.00,-0.00
2009-06-11,Voegele S.,Li N.,2.33,0,4.21,0.00,-0.00
2009-06-11,Mirza S.,Czink M.,1.99,0.38,1.72,0.00,0.0000
2009-06-12,Ferrero J. C.,Murray A.,1.55,0.09,8.09,0.00,-0.00
2009-06-12,Mirza S.,Rybarikova M.,3.24,0.6,1.71,0.00,-0.00
2009-06-13,Rybarikova M.,Li N.,1.77,0.42,3.24,0.00,0.0000
2009-06-13,Blake J.,Murray A.,1.79,0.19,6.24,0.00,-0.00
2009-06-24,Li N.,Govortsova O.,1.63,-0.51,1.21,2.14,0.4494
2009-06-24,Murray A.,Gulbis E.,0.38,-1,1.06,0.00,0.0000
2009-06-26,Oudin M.,Jankovic J.,1.76,0.14,7.72,0.00,0.0000
2009-06-26,Suarez Navarro C.,Williams V.,1.31,0.04,10.63,1.27,-1.27
2009-06-26,Andreev I.,Seppi A.,0.29,-1,1.26,0.00,0.0000
2009-06-26,Li N.,Radwanska A.,1.84,0.14,2.04,0.00,-0.00
2009-06-26,Flipkens K.,Safina D.,1.34,0.02,6.78,0.00,-0.00
2009-06-26,Ferrero J. C.,Gonzalez F.,1.27,0.21,2.48,0.00,0.0000
2009-06-28,Oudin M.,Radwanska A.,8.48,0.88,3.97,0.00,-0.00
2009-06-28,Schiavone F.,Razzano V.,2.46,0,2.26,0.00,0.0000
2009-06-28,Karlovic I.,Verdasco F.,1.67,0.09,1.6,0.00,0.000
2009-06-28,Lisicki S.,Wozniacki C.,3.24,0.2,2.74,3.04,5.2896
2009-06-28,Ferrero J. C.,Simon G.,2.75,0.23,1.74,0.00,0.0000
2009-06-29,Lisicki S.,Safina D.,3.24,0.10,2.68,0.00,-0.00
2009-06-29,Schiavone F.,Dementieva E.,2.46,0.34,3.83,0.00,-0.00
2009-06-30,Karlovic I.,Federer R.,2.27,0.08,7.94,0,-0
