match_id,time_stamp,title,tour,round,surface,winner,player1_H2H,prediction_roi,player1_odds,player1_latest_win,player2_H2H,player2_odds,player2_latest_win,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_elo,predict,strong_predict
2246683,2022-11-24-18-00,Heraklion 11 ITF,wta,round of 16,clay,1,2,0.39,1.39,7,2,2.85,6,Lina Gjorcheska,Macedonia,-,-,28,295,170,37,21,25,14,398,211,301,145,2.6,1406,Dea Herdzelas,Bosnia and Herzeg.,-,-,26,334,183,28,28,17,19,327,208,205,130,-12.37,1309,1,False
2247019,2022-11-24-18-00,Heraklion 11 ITF,wta,round of 16,clay,1,0,0.1,1.1,7,0,6.23,6,Bianca Bulgaru Miriam,Romania,-,-,24,285,281,48,29,41,24,243,155,207,120,2.68,-,Eleni Christofi,Greece,-,-,24,749,726,30,24,20,16,67,52,38,26,-12.75,-,1,False
2247169,2022-11-24-19-00,Monastir 10 ITF,wta,round of 16,hard,2,0,0.56,2.3,4,1,1.56,5,Naima Karamoko,Switzerland,-,-,25,1090,837,16,27,7,8,94,114,29,43,-11.36,-,Dasha Ivanova,USA,-,-,26,610,450,27,17,25,13,281,230,154,90,-4.24,-,2,False
2247147,2022-11-24-19-30,Sharm El Sheikh 21 ITF,wta,round of 16,hard,2,1,-1,2.2,8,0,1.58,6,Merna Refaat,Egypt,-,-,18,843,843,18,23,11,11,42,62,18,19,1.25,-,Emily Welker,Germany,-,-,22,657,657,26,17,16,10,73,67,35,30,-0.56,-,1,False
2247473,2022-11-24-19-30,UK Pro Series,wta,-,indoors,2,1,-1,2.55,7,0,1.41,7,Andre Lukosiute,Lithuania,-,-,21,784,784,41,22,16,7,74,43,21,9,-0.37,-,Elena Malygina,Estonia,-,-,22,372,372,49,37,29,12,175,123,73,35,-1.12,1247,1,False
2247471,2022-11-24-19-30,UK Pro Series,wta,-,indoors,1,1,-1,1.21,7,0,3.65,5,Maia Lumsden,Great Britain,-,-,24,491,250,22,14,13,5,158,116,83,44,-0.86,-,Katarina Stresnakova,Slovakia,-,-,25,625,625,45,25,20,12,116,79,43,24,10.19,-,2,False
2246995,2022-11-24-19-30,Heraklion 11 ITF,wta,round of 16,clay,2,0,-1,2.14,8,0,1.65,5,Julia Terziyska,Bulgaria,180,69,26,529,306,44,14,16,7,279,146,68,51,6.18,-,Misaki Matsuda,Japan,-,-,24,284,284,38,24,34,18,120,73,65,33,-2.16,-,1,False
2246641,2022-11-24-19-30,Heraklion 11 ITF,wta,round of 16,clay,2,0,-1,1.82,5,0,1.93,6,Kathleen Kanev,Germany,-,-,22,436,433,34,24,3,3,99,88,21,34,-0.8,-,Martina Colmegna,Italy,-,-,25,417,416,39,23,39,22,238,173,225,157,-1.79,-,1,False
2246777,2022-11-24-20-00,Valencie challenger,atp,round of 16,clay,2,0,-1,1.48,8,0,2.54,8,Andrea Vavassori,Italy,193,78,27,194,176,33,22,20,12,263,205,148,113,7.36,1616,Javier Barranco Cosano,Spain,175,72,24,305,247,45,20,44,19,290,176,268,155,-4.34,1376,1,False
2247171,2022-11-24-20-00,Ortisei ITF,wta,quarterfinal,indoors,2,0,0.24,3.79,5,1,1.24,6,Diana Marcinkevica,Latvia,-,-,30,298,196,23,36,7,9,509,455,134,103,-12.77,1210,Katarzyna Kawa,Poland,-,-,30,278,112,22,21,5,3,389,291,30,40,-1.46,1442,2,False
