match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win,strong_predict
2205377,2022-10-01-20-10,Tallinn,wta,semifinal,indoors,1,2,-1,Barbora Krejcikova,Czech Republic,178,62,26,27,2,19,14,3,0,385,203,31,29,-3.66,0,-,2.32,5,Belinda Bencic,Switzerland,175,63,25,14,4,36,16,5,1,378,198,57,26,-0.67,2,-,1.68,7
2205135,2022-10-01-20-25,Parma,wta,semifinal,clay,2,1,-1,Ana Bogdan,Romania,171,59,29,53,53,34,14,20,7,393,241,170,97,5.36,0,1758,1.48,8,Mayar Sherif,Egypt,-,-,26,74,44,23,17,19,5,219,103,138,46,-3.69,0,1720,2.88,6
2205423,2022-10-01-23-00,Sofia,atp,semifinal,indoors,2,2,1.37,Lorenzo Musetti,Italy,185,75,20,30,30,34,22,4,2,151,101,33,24,8.19,0,-,1.66,6,Marc-Andrea Huesler,Switzerland,196,88,26,95,85,42,24,6,6,246,194,70,58,9.04,0,-,2.37,6
2205539,2022-10-02-01-25,Sofia,atp,semifinal,indoors,2,1,-1,Jannik Sinner,Italy,188,76,21,10,9,45,13,2,0,215,104,61,21,2.1,0,-,1.32,7,Holger Rune,Denmark,185,68,19,31,26,34,25,5,2,152,81,27,11,0.53,0,-,3.72,6
2205541,2022-10-02-01-25,Tallinn,wta,semifinal,indoors,1,2,-1,Anett Kontaveit,Estonia,174,65,26,4,2,28,14,8,0,409,199,78,27,-4.96,0,-,1.52,6,Kaia Kanepi,Estonia,181,74,37,32,15,29,15,3,0,568,325,92,35,6.71,0,-,2.72,6
2205777,2022-10-02-02-00,Parma,wta,final,clay,2,2,3.14,Maria Sakkari,Greece,172,62,27,7,3,33,18,8,4,412,269,162,97,-5.41,1,1893,1.27,6,Mayar Sherif,Egypt,-,-,26,74,44,24,17,20,5,220,103,139,46,-1.89,1,1720,4.14,7
2205429,2022-10-02-02-30,Tel Aviv,atp,semifinal,indoors,1,1,0.09,Novak Djokovic,Serbia,187,80,35,7,1,27,6,3,1,1157,245,150,46,-1.04,0,-,1.09,9,Roman Safiullin,Russia,185,75,25,104,97,35,15,12,6,331,155,59,38,9.31,0,-,9.69,8
2205383,2022-10-02-04-30,Tel Aviv,atp,semifinal,indoors,2,1,-1,Constant Lestienne,France,180,77,30,68,68,48,22,15,6,433,295,175,109,16.2,0,-,3.82,7,Marin Cilic,Croatia,198,89,34,16,3,29,16,1,0,693,372,137,71,2.73,0,-,1.31,7
2205651,2022-10-02-15-30,Seoul,atp,final,hard,1,1,1.45,Yoshihito Nishioka,Japan,170,64,27,56,48,38,21,24,12,402,228,219,121,14.36,1,1779,2.45,6,Denis Shapovalov,Canada,185,75,23,24,10,24,19,19,10,262,166,118,72,1.98,0,1812,1.63,7
2206265,2022-10-02-21-00,Tallinn,wta,final,indoors,2,2,1.59,Anett Kontaveit,Estonia,174,65,26,4,2,29,14,9,0,410,199,79,27,-4.46,1,-,1.56,6,Barbora Krejcikova,Czech Republic,178,62,26,27,2,20,14,4,0,386,203,32,29,-2.43,1,-,2.59,6
