match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win,strong_predict
2206301,2022-10-03-01-30,Tel Aviv,atp,final,indoors,1,2,-1,Novak Djokovic,Serbia,187,80,35,7,1,28,6,4,1,1158,245,151,46,-0.97,18,-,1.24,9,Marin Cilic,Croatia,198,89,34,16,3,30,16,2,0,694,372,138,71,3.02,2,-,4.61,8
2205621,2022-10-03-12-10,Tokyo (Japan Open),atp,1. round,hard,1,1,1.16,Pedro Martinez,Spain,185,76,25,67,40,22,27,5,10,390,227,53,43,-10.41,1,1615,2.16,2,Alexei Popyrin,Australia,196,78,23,90,59,21,29,7,14,208,171,103,84,-13.48,0,1589,1.77,3
2205641,2022-10-03-14-05,Tokyo (Japan Open),atp,1. round,hard,1,1,0.1,Brandon Nakashima,USA,185,77,21,48,48,32,22,16,12,158,89,90,50,-5.23,0,1851,1.1,7,Shintaro Mochizuki,Japan,-,-,19,417,348,25,27,8,10,97,84,46,43,1.39,0,1277,8.82,3
2205629,2022-10-03-15-40,Tokyo (Japan Open),atp,1. round,hard,2,1,-1,Taro Daniel,Japan,191,80,29,95,64,40,26,25,15,547,353,161,121,0.94,1,1666,1.58,3,Bernabe Zapata Miralles,Spain,183,82,25,80,74,44,28,1,4,396,269,65,57,-5.12,1,1680,2.52,7
2205741,2022-10-03-16-05,Astana,atp,1. round,hard,2,1,-1,Van De Zandschulp,Netherlands,188,83,26,34,22,37,24,14,11,318,163,42,23,7.65,0,1899,1.1,7,Beibit Zhukayev,Kazakhstan,-,-,21,327,323,39,23,32,18,101,90,69,45,10.81,0,1445,8.8,7
2205729,2022-10-03-16-10,Astana,atp,1. round,hard,1,1,1.03,Adrian Mannarino,France,180,79,34,51,22,29,28,18,13,642,501,262,177,4.75,1,1764,2.03,7,Stan Wawrinka,Switzerland,182,79,37,191,3,8,12,0,3,681,389,252,137,3.46,0,1766,1.87,5
2205735,2022-10-03-17-40,Astana,atp,1. round,hard,2,1,-1,Francisco Cerundolo,Argentina,185,78,24,29,24,33,25,7,8,241,109,18,13,15.32,0,1710,4.35,4,Hubert Hurkacz,Poland,196,81,25,10,9,35,17,18,9,310,190,149,70,6.67,0,1928,1.25,6
2207179,2022-10-03-20-00,Monastir,wta,1. round,hard,2,2,3.6,Lin Zhu,China,173,64,28,64,63,36,22,30,12,382,251,326,187,-7.33,0,1617,1.23,8,Despina Papamichail,Greece,-,-,29,175,147,29,32,4,8,504,367,179,117,3.5,0,1417,4.6,5
2206281,2022-10-03-20-00,Monastir,wta,1. round,hard,2,2,0.15,Chloe Paquet,France,178,80,28,112,101,27,27,10,12,362,335,98,85,-7.48,0,1475,6.4,4,Katerina Siniakova,Czech Republic,174,69,26,53,31,23,18,17,10,330,232,116,97,3.46,1,1808,1.15,7
2207147,2022-10-03-20-00,Ostrava WTA,wta,1. round,indoors,1,2,-1,Ajla Tomljanovic,Australia,180,67,29,34,34,34,23,2,1,383,288,17,18,1.79,3,-,1.8,6,Shuai Zhang,China,177,66,33,27,23,35,25,9,3,563,396,39,22,8.94,3,-,2.11,7
