match_id,time_stamp,title,tour,round,surface,winner,player1_H2H,prediction_roi,player1_odds,player1_latest_win,player2_H2H,player2_odds,player2_latest_win,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_elo,predict,strong_predict
2221187,2022-10-20-22-40,Napoli,atp,round of 16,hard,2,0,1.0,1.89,1,0,2.0,7,Sebastian Baez,Argentina,170,70,21,37,31,35,32,6,11,195,95,27,17,-8.41,1671,Zhizhen Zhang,China,193,87,26,109,109,50,25,10,4,264,202,141,114,7.16,1702,2,False
2220023,2022-10-20-22-50,Napoli,atp,round of 16,hard,2,1,0.19,5.51,7,1,1.19,8,Roberto Carballes Baena,Spain,183,77,29,76,71,49,32,3,7,539,354,38,45,0.51,1658,Matteo Berrettini,Italy,196,95,26,16,6,29,11,12,8,321,150,126,62,1.45,1997,2,False
2220013,2022-10-20-22-50,Stockholm,atp,round of 16,indoors,1,1,-1,1.39,6,0,3.29,5,Emil Ruusuvuori,Finland,188,79,23,52,42,39,30,4,3,234,131,76,30,-8.81,1773,Jiri Lehecka,Czech Republic,183,80,20,77,59,39,28,7,7,164,92,35,21,-0.16,1670,2,False
2220969,2022-10-20-22-55,Antwerp,atp,round of 16,indoors,1,1,-1,1.37,6,0,3.42,2,Dominic Thiem,Austria,185,79,29,132,3,20,17,10,4,489,250,75,50,-4.52,1781,Francisco Cerundolo,Argentina,185,78,24,28,24,35,27,2,2,243,111,2,3,14.99,1702,2,False
2221191,2022-10-21-00-45,Napoli,atp,round of 16,hard,1,0,-1,3.17,6,2,1.4,6,Mackenzie McDonald,USA,178,73,27,74,48,25,28,14,15,278,203,184,125,-12.3,1702,Roberto Bautista-Agut,Spain,183,75,34,22,9,36,16,17,8,742,438,294,142,2.78,-,2,False
2220025,2022-10-21-01-00,Napoli,atp,round of 16,hard,1,0,1.2,2.2,6,0,1.75,7,Elahi Galan Daniel,Colombia,191,72,26,72,69,49,26,13,6,331,253,92,77,22.97,-,Nuno Borges,Portugal,185,75,25,94,93,41,21,7,4,231,91,118,40,2.87,1624,1,False
2220971,2022-10-21-01-30,Antwerp,atp,round of 16,indoors,1,4,0.92,1.92,5,1,1.98,4,David Goffin,Belgium,180,70,31,58,7,33,26,4,5,598,332,128,80,1.5,1764,Diego Schwartzman,Argentina,170,64,30,19,8,32,23,0,2,608,353,28,24,-8.0,1823,1,False
2220015,2022-10-21-02-00,Stockholm,atp,round of 16,indoors,1,0,0.99,1.99,7,3,1.92,7,Mikael Ymer,Sweden,183,75,24,79,67,27,23,11,6,250,147,79,42,7.55,1752,Tommy Paul,USA,185,82,25,31,28,36,24,3,1,341,209,43,26,2.33,1872,1,False
2220943,2022-10-21-02-00,Guadalajara 2 WTA,wta,round of 16,hard,2,1,0.13,7.08,4,1,1.13,7,Martina Trevisan,Italy,-,-,28,28,24,26,20,8,9,299,173,39,39,-0.06,1644,Cori Gauff,USA,176,59,18,7,7,37,18,22,12,123,61,58,35,-3.6,1999,2,False
2221197,2022-10-21-02-10,Napoli,atp,round of 16,hard,1,1,0.56,1.56,6,5,2.59,4,Lorenzo Musetti,Italy,185,75,20,24,24,36,24,7,10,153,103,23,24,7.14,1787,Laslo Djere,Serbia,188,82,27,78,27,26,25,9,7,348,239,43,54,-5.23,1697,1,False
