match_id,time_stamp,title,tour,round,surface,winner,player1_H2H,prediction_roi,player1_odds,player1_latest_win,player2_H2H,player2_odds,player2_latest_win,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_elo,predict,strong_predict
2218997,2022-10-18-20-35,Antwerp,atp,1. round,indoors,2,0,-1,1.69,5,0,2.28,3,Tim Van Rijthoven,Netherlands,188,89,25,113,101,36,20,23,11,236,136,83,46,11.09,1655,Jaume Munar,Spain,183,76,25,55,52,45,27,0,2,344,226,9,23,-2.5,1718,1,True
2218999,2022-10-18-22-25,Antwerp,atp,1. round,indoors,2,0,0.22,4.82,7,0,1.22,6,Luca Van Assche,France,-,-,18,241,231,40,27,9,7,73,54,25,23,1.44,1444,Yoshihito Nishioka,Japan,170,64,27,39,39,39,22,12,3,403,229,57,30,14.74,1821,2,False
2218073,2022-10-18-22-30,Napoli,atp,1. round,hard,2,1,1.11,1.8,6,1,2.11,6,Bernabe Zapata Miralles,Spain,183,82,25,75,74,46,30,2,5,398,271,66,58,-2.96,1678,Elahi Galan Daniel,Colombia,191,72,26,72,69,48,26,12,6,330,253,91,77,21.94,-,2,False
2216691,2022-10-18-22-45,Stockholm,atp,1. round,indoors,1,0,2.88,3.88,5,1,1.3,3,Jiri Lehecka,Czech Republic,183,80,20,77,59,38,28,6,7,163,92,34,21,-2.78,1670,Grigor Dimitrov,Bulgaria,191,81,31,32,3,21,19,0,1,539,331,92,60,-3.84,1840,1,False
2216689,2022-10-18-22-45,Stockholm,atp,1. round,indoors,1,2,-1,1.25,5,1,4.32,3,Emil Ruusuvuori,Finland,188,79,23,52,42,38,30,3,3,233,131,75,30,-9.03,1773,Joao Sousa,Portugal,185,74,33,67,28,24,31,2,4,578,491,74,63,-0.54,1609,2,False
2219001,2022-10-18-23-00,Antwerp,atp,1. round,indoors,2,0,-1,1.3,6,0,3.84,5,Van De Zandschulp,Netherlands,188,83,27,34,22,38,25,3,3,319,164,102,37,6.74,1872,Dominic Stricker,Switzerland,-,-,20,136,124,31,22,15,5,68,50,37,19,0.4,1536,1,False
2218075,2022-10-19-00-10,Napoli,atp,1. round,hard,1,0,0.93,1.93,7,0,1.96,5,Nuno Borges,Portugal,185,75,25,94,93,40,21,6,4,230,91,117,40,1.95,1624,Albert Ramos-Vinolas,Spain,188,76,34,40,17,29,28,4,6,715,544,100,111,-6.85,-,1,False
2216777,2022-10-19-01-30,Antwerp,atp,1. round,indoors,2,0,1.29,1.69,6,0,2.29,2,Marc-Andrea Huesler,Switzerland,196,88,26,62,62,44,25,8,7,248,195,72,59,10.95,-,Francisco Cerundolo,Argentina,185,78,24,28,24,34,27,1,2,242,111,1,3,13.76,1702,2,False
2218071,2022-10-19-01-55,Napoli,atp,1. round,hard,2,0,0.27,4.18,5,0,1.27,4,Flavio Cobolli,Italy,-,-,20,167,133,34,30,6,3,104,83,15,10,-4.21,1463,Miomir Kecmanovic,Serbia,183,75,23,30,30,36,23,18,10,244,162,104,69,3.92,1820,2,False
2218565,2022-10-19-02-00,Guadalajara 2 WTA,wta,1. round,hard,1,0,-1,2.31,5,1,1.68,4,Magdalena Frech,Poland,-,-,24,128,82,33,30,17,16,363,231,120,78,-10.99,1617,Yulia Putintseva,Kazakhstan,163,59,27,55,27,25,19,9,10,370,280,164,147,-1.86,1800,2,False
2218561,2022-10-19-02-00,Guadalajara 2 WTA,wta,1. round,hard,2,2,-1,2.23,7,2,1.72,5,Lauren Davis,USA,157,55,29,89,26,28,24,14,11,351,255,196,154,2.88,1683,Jelena Ostapenko,Latvia,177,68,25,23,5,30,18,17,9,326,200,99,86,1.41,1859,1,True
2218555,2022-10-19-02-00,Guadalajara 2 WTA,wta,1. round,hard,1,0,-1,2.48,5,0,1.6,6,Elisabetta Cocciaretto,Italy,-,-,21,92,90,38,20,6,4,135,71,24,18,-0.31,1651,Anastasia Potapova,Russia,175,57,21,44,44,35,23,14,13,160,111,72,57,2.32,1737,2,False
2217803,2022-10-19-02-00,Guadalajara 2 WTA,wta,1. round,hard,2,0,-1,1.56,6,0,2.53,7,Beatriz Haddad Maia,Brazil,185,78,26,18,15,49,22,19,12,409,199,175,78,19.08,1837,Katerina Siniakova,Czech Republic,174,69,26,54,31,24,19,18,11,331,233,117,98,2.6,1793,1,True
