match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win,strong_predict
2173253,2022-08-19-01-10,Cincinnati,atp,round of 16,hard,1,1,0.51,Harry Fritz Taylor,USA,193,86,24,13,12,34,13,19,6,305,202,188,109,9.69,3,-,1.51,7,Andrey Rublev,Russia,188,70,24,8,5,36,13,15,5,376,206,142,74,1.26,2,1967,2.76,6
2173181,2022-08-19-01-10,Cincinnati WTA,wta,round of 16,hard,1,2,-1,Petra Kvitova,Czech Republic,183,70,32,28,2,19,15,10,8,626,278,272,140,-1.85,3,1940,2.0,8,Ons Jabeur,Tunisia,167,66,27,5,2,38,12,10,7,404,217,145,107,4.9,1,2035,1.9,7
2173281,2022-08-19-01-10,Cincinnati WTA,wta,round of 16,hard,2,1,-1,Alison Riske,USA,175,66,32,29,18,21,16,12,9,416,332,213,186,4.2,0,1793,3.53,6,Elena Rybakina,Kazakhstan,184,73,23,25,12,31,14,13,7,234,112,91,50,-0.59,0,1937,1.35,8
2173125,2022-08-19-03-10,Cincinnati WTA,wta,round of 16,hard,1,1,1.68,Shuai Zhang,China,177,66,33,44,23,26,20,9,9,554,391,388,242,6.61,1,1727,2.68,5,Anett Kontaveit,Estonia,174,65,26,2,2,24,12,12,7,405,197,164,95,-3.73,3,1987,1.54,7
2173245,2022-08-19-03-15,Cincinnati,atp,round of 16,hard,1,2,-1,Daniil Medvedev,Russia,198,83,26,1,1,32,11,21,6,419,176,176,60,-4.65,2,2024,1.24,7,Denis Shapovalov,Canada,185,75,23,21,10,19,17,14,8,257,164,113,70,2.18,2,1789,4.58,3
2173283,2022-08-19-03-55,Cincinnati,atp,round of 16,hard,1,1,0.29,Stefanos Tsitsipas,Greece,193,89,24,7,3,43,15,13,6,420,198,171,93,-2.02,2,2011,1.29,7,Diego Schwartzman,Argentina,170,64,30,16,8,30,18,7,5,606,348,94,81,-3.73,2,1862,4.05,6
2173299,2022-08-19-04-05,Cincinnati WTA,wta,round of 16,hard,2,1,-1,Iga Swiatek,Poland,176,65,21,1,1,50,6,28,4,210,54,77,27,6.85,2,2185,1.2,7,Madison Keys,USA,178,66,27,24,7,22,13,17,8,330,186,201,115,2.13,0,1889,5.26,6
2173345,2022-08-19-05-00,Cincinnati,atp,round of 16,hard,2,1,-1,Roberto Bautista-Agut,Spain,183,75,34,19,9,31,12,17,6,737,434,294,140,4.02,4,-,1.54,8,Borna Coric,Croatia,188,85,25,152,12,13,12,3,3,285,202,130,83,1.97,3,1810,2.66,7
2173231,2022-08-19-05-55,Cincinnati WTA,wta,round of 16,hard,2,2,0.81,Elise Mertens,Belgium,179,67,26,33,12,20,17,10,9,386,214,212,99,-4.02,2,1809,2.12,6,Caroline Garcia,France,177,61,28,35,4,31,15,7,8,411,313,179,152,29.05,3,1828,1.81,9
2173353,2022-08-19-06-05,Cincinnati,atp,round of 16,hard,2,1,-1,Sebastian Korda,USA,193,75,22,52,30,22,15,12,7,184,118,63,46,0.39,2,1856,1.54,6,John Isner,USA,208,108,37,50,8,20,15,7,8,557,350,336,178,-0.09,0,1826,2.66,7
2173385,2022-08-19-07-25,Cincinnati WTA,wta,round of 16,hard,1,2,-1,Ajla Tomljanovic,Australia,180,67,29,63,38,27,19,13,10,376,284,200,154,0.02,1,1773,2.58,8,Veronika Kudermetova,Russia,175,63,25,20,18,29,15,17,8,300,199,148,94,18.94,2,1913,1.57,7
2173233,2022-08-19-09-00,Cincinnati,atp,round of 16,hard,1,2,-1,Felix Auger Aliassime,Canada,193,88,22,9,9,36,20,12,7,261,156,87,60,-0.07,1,1905,2.06,6,Jannik Sinner,Italy,188,76,21,12,9,38,10,17,4,208,101,66,34,4.09,0,2068,1.85,8
2173229,2022-08-19-09-00,Cincinnati WTA,wta,round of 16,hard,1,1,0.75,Jessica Pegula,USA,170,70,28,8,7,30,15,16,9,350,215,190,106,3.13,0,1928,1.75,7,Emma Raducanu,Great Britain,-,-,19,13,10,13,14,6,7,106,43,60,18,-3.08,0,1798,2.22,5
2172705,2022-08-19-11-10,Cincinnati,atp,round of 16,hard,2,1,-1,Marin Cilic,Croatia,198,89,33,17,3,25,14,13,8,689,370,260,146,3.14,1,1860,4.17,7,Carlos Alcaraz,Spain,185,72,19,4,4,43,10,13,3,159,48,41,13,2.6,1,2125,1.27,7
2173331,2022-08-19-11-50,Cincinnati WTA,wta,round of 16,hard,1,2,-1,Aryna Sabalenka,Belarus,182,80,24,7,2,22,16,9,9,301,155,171,74,-5.44,1,1928,1.76,6,Shelby Rogers,USA,175,70,29,30,30,17,16,11,7,300,241,169,121,8.46,0,1843,2.19,7
