match_id,time_stamp,title,tour,round,surface,winner,player1_H2H,prediction_roi,player1_odds,player1_latest_win,player2_H2H,player2_odds,player2_latest_win,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_elo,predict,strong_predict
2216799,2022-10-16-21-45,Gijon,atp,final,indoors,1,1,0.46,1.46,8,0,2.94,7,Andrey Rublev,Russia,188,70,24,9,5,46,16,13,2,386,209,109,57,2.05,1959,Sebastian Korda,USA,193,75,22,47,30,30,19,7,2,192,122,37,18,-0.34,1838,1,False
2216835,2022-10-17-00-40,Cluj-Napoca 2 WTA,wta,final,indoors,2,2,1.15,1.79,7,2,2.15,8,Jasmine Paolini,Italy,160,60,26,78,44,25,23,6,1,322,228,35,33,-1.19,1713,Anna Blinkova,Russia,179,70,24,138,54,41,26,17,5,241,165,77,36,2.04,1563,2,False
2218407,2022-10-17-09-00,San Diego,wta,final,hard,1,2,0.18,1.18,9,0,5.44,8,Iga Swiatek,Poland,176,65,21,1,1,63,8,38,5,223,56,87,28,8.69,2174,Donna Vekic,Croatia,179,64,26,77,19,27,18,9,7,333,246,188,126,1.39,1726,1,True
