match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win,strong_predict
2205843,2022-10-05-21-45,Ostrava WTA,wta,1. round,indoors,1,1,0.81,Karolina Muchova,Czech Republic,180,80,26,189,19,8,8,2,1,259,132,48,25,-1.28,1,-,1.81,4,Beatriz Haddad Maia,Brazil,185,78,26,15,15,49,21,3,2,409,198,10,9,20.08,0,-,2.1,6
2209205,2022-10-05-22-10,Tokyo (Japan Open),atp,round of 16,hard,2,1,-1,Jaume Munar,Spain,183,76,25,58,52,45,25,14,9,344,224,60,48,-0.5,1,1723,1.62,5,Pedro Martinez,Spain,185,76,25,68,40,23,27,6,10,391,227,54,43,-9.35,4,1615,2.46,2
2209289,2022-10-06-00-10,Monastir,wta,round of 16,hard,2,1,-1,Harriet Dart,Great Britain,172,58,26,96,84,25,25,17,14,286,212,166,112,8.94,0,1622,3.29,4,Alize Cornet,France,173,60,32,37,11,23,22,13,12,550,432,218,181,8.69,0,1784,1.37,6
2207973,2022-10-06-12-10,Tokyo (Japan Open),atp,round of 16,hard,1,1,0.26,Frances Tiafoe,USA,188,86,24,19,19,29,20,16,10,302,214,136,102,3.93,0,1904,1.26,7,Bernabe Zapata Miralles,Spain,183,82,25,80,74,45,28,2,4,397,269,66,57,-3.67,0,1680,4.29,7
2209271,2022-10-06-16-45,Tokyo (Japan Open),atp,round of 16,hard,1,1,0.09,Nick Kyrgios,Australia,193,85,27,20,13,36,10,22,6,293,155,179,93,6.68,0,1996,1.09,7,Kamil Majchrzak,Poland,180,78,26,121,75,21,21,11,8,357,209,64,42,-9.61,0,1679,9.39,5
2209173,2022-10-06-19-00,Tokyo (Japan Open),atp,round of 16,hard,2,2,0.98,Brandon Nakashima,USA,185,77,21,47,47,33,22,17,12,159,89,91,50,-5.13,0,1851,1.93,8,Borna Coric,Croatia,188,85,25,28,12,21,14,9,4,293,204,136,84,7.33,0,1889,1.98,8
2209513,2022-10-06-20-00,Monastir,wta,round of 16,hard,2,1,-1,Anastasia Potapova,Russia,175,57,21,51,45,32,21,14,12,157,109,72,56,2.48,2,1755,1.36,5,Tamara Zidansek,Slovenia,167,80,24,101,22,15,19,7,7,281,141,67,55,-8.23,0,1642,3.42,4
